tree_species,region,county,soil_type,rainfall_mm,temperature_c,altitude_m,soil_ph,planting_season,planting_method,care_level,water_source,tree_age_months,survival_probability,survived,data_source_rainfall,real_climate_data,synthetic_survival_data,dataset_version
Pine,Central,Nakuru,Sandy,635.4492729906949,25.87457277456993,2961.7434736788737,6.039152033509132,Dry,Direct Seeding,Medium,Borehole,12,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Coast,Marsabit,Sandy,640.8821788129028,25.6772164310208,667.9385781646404,6.012394155580702,Dry,Cutting,Medium,Rain-fed,102,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Rift Valley,Kitui,Clay,600.1337986709054,20.72578872635837,2394.960096262704,6.502003077155058,Dry,Seedling,Low,Borehole,99,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Central,Turkana,Sandy,615.2127506412705,32.63373931055629,2136.975884215952,7.768921405559098,Transition,Direct Seeding,Medium,Irrigation,52,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Rift Valley,Kisumu,Red Soil,661.8049509311801,15.008175507784474,1817.2886147378551,6.856030982073406,Wet,Cutting,Low,Borehole,9,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Northern,Machakos,Rocky,691.2106153010639,22.363447315177165,2956.400904816175,6.624558189294881,Dry,Seedling,Low,Rain-fed,19,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Northern,Kitui,Loam,624.044079658573,15.505982229740692,2968.4005113383355,7.633914593028448,Wet,Cutting,Medium,Rain-fed,102,0.87,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Western,Nyeri,Loam,608.5069302000524,27.158809522498125,1165.7807889949368,6.93539166607888,Transition,Seedling,Medium,Rain-fed,98,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Rift Valley,Turkana,Black Cotton,631.0427913854528,22.205486759552247,2984.245075317896,7.3816350030282,Transition,Direct Seeding,Low,Rain-fed,6,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Northern,Meru,Red Soil,661.0767308890787,28.53312223509879,869.1930945964391,6.2583116007014965,Dry,Seedling,Medium,Rain-fed,37,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Western,Meru,Volcanic,558.8236526359459,21.295021177362603,1633.2788410682251,6.472429103270633,Dry,Cutting,Low,Borehole,63,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Western,Marsabit,Clay,516.207345785761,17.07481432169113,2788.322361664126,6.012712079929938,Transition,Seedling,High,Irrigation,113,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Coast,Nakuru,Rocky,603.4895509680438,19.058013263821287,2199.4780031783494,7.25686643622269,Dry,Cutting,High,Borehole,21,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,North Eastern,Turkana,Rocky,569.980772146915,24.38132508628278,2950.247757769944,6.855750185060211,Dry,Direct Seeding,High,Borehole,15,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Rift Valley,Mombasa,Volcanic,605.6093835602575,23.51215773599817,2098.0068922003006,7.883627390842985,Wet,Seedling,Low,River,77,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Central,Nyeri,Clay,623.6273775017494,30.11230578301305,527.2313362258145,7.4822922419270705,Transition,Cutting,Low,Borehole,36,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Coast,Nakuru,Sandy,608.3539729914723,23.55667091125357,2641.3530517219865,6.792189357987315,Wet,Cutting,Medium,River,97,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Eastern,Machakos,Volcanic,703.6397701661602,19.115073662264518,1692.1532294781862,7.6821786953073055,Dry,Seedling,High,Borehole,69,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Eastern,Kakamega,Volcanic,647.353631672739,18.778985008400305,643.3106771610146,7.296185536939813,Dry,Cutting,Low,Borehole,82,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Northern,Kisumu,Volcanic,646.0401114231644,23.533706546880477,1011.6723689848689,7.647193940646829,Wet,Direct Seeding,High,Rain-fed,63,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Nairobi,Nakuru,Red Soil,662.1267506447931,14.689835954549665,2983.9934142792754,6.7214076279134485,Wet,Seedling,Medium,Rain-fed,75,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Coast,Garissa,Clay,574.0747375535846,18.469139221530444,1269.4846184572884,5.510214137411782,Dry,Cutting,Low,Borehole,47,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Coast,Meru,Clay,682.9719828136364,33.62860199346355,1874.3557922347757,6.4402728229441735,Dry,Cutting,Medium,Rain-fed,70,0.8400000000000001,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Northern,Nairobi,Sandy,627.22817911585,20.00217815469981,961.2260296341258,5.657945124884549,Transition,Seedling,Low,Borehole,68,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Rift Valley,Eldoret,Loam,664.5404243046836,22.05579455811786,853.2818612354006,6.272441151967043,Wet,Cutting,Medium,Borehole,112,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Pine,Northern,Nyeri,Black Cotton,577.4235317906152,18.118179892687223,2216.9724208959624,7.64839369629113,Transition,Seedling,High,River,78,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Coast,Garissa,Clay,553.3284551418197,25.735932950625468,2252.482234972872,6.368595908121167,Wet,Cutting,Low,River,10,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Western,Meru,Loam,671.9108763438744,26.542779018293256,2469.187951786952,7.33427327374408,Transition,Direct Seeding,High,Irrigation,67,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,North Eastern,Kakamega,Volcanic,649.8368697474988,18.08590868214205,1835.2999525633552,5.810206464039118,Wet,Seedling,Low,Irrigation,35,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Nairobi,Turkana,Clay,585.9138157247475,38.8831695431364,2386.3091914082224,5.972929659004273,Wet,Cutting,Low,Rain-fed,20,0.66,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Eastern,Nakuru,Rocky,587.5332393788883,20.602424804533975,2415.3761870078088,6.997255001726913,Transition,Cutting,Low,Borehole,109,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Western,Nyeri,Loam,687.2881326633615,21.430947238403043,1967.1994794918971,6.274057232315391,Transition,Seedling,Low,Borehole,110,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Northern,Mombasa,Sandy,571.5457987992565,16.779570320880797,1262.7374528837815,7.5284842808610275,Wet,Direct Seeding,Low,Borehole,62,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Northern,Nyeri,Loam,713.1500411054211,15.251118666196977,2182.802845244384,5.68853763066632,Transition,Cutting,Low,Rain-fed,87,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,North Eastern,Eldoret,Red Soil,585.9853567102296,19.21076072373281,1247.9887653293135,5.837488923326588,Transition,Direct Seeding,Low,Rain-fed,94,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Nairobi,Nairobi,Volcanic,662.9359897230421,30.313530080017483,1352.10463769517,7.314685858738212,Transition,Cutting,High,River,103,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Nairobi,Nairobi,Sandy,614.5854696551737,25.992184139418253,812.5790390215564,7.000068506697825,Transition,Seedling,Low,Irrigation,89,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Western,Nyeri,Rocky,661.1757649967401,20.404896693245355,2384.890395742033,7.826891179905379,Dry,Cutting,Low,Irrigation,40,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Nyanza,Kisumu,Volcanic,603.8106933369133,25.34905214835072,2363.069702077681,7.9283242505308,Dry,Cutting,High,River,118,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Rift Valley,Kiambu,Volcanic,622.8767481390083,17.88449995276001,633.1082176599649,6.10015569246854,Transition,Seedling,Low,Rain-fed,26,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Nyanza,Turkana,Rocky,633.062352212409,21.875486568185902,2453.466424309251,5.5982092055669765,Transition,Direct Seeding,Medium,River,38,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Western,Eldoret,Black Cotton,580.9070206535494,22.64070211506005,597.8637840225413,5.591414444772771,Transition,Direct Seeding,High,River,55,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Nairobi,Turkana,Black Cotton,668.0576107136293,17.016564448573323,1614.8962658284531,6.569437239510483,Dry,Seedling,Medium,Rain-fed,89,0.8099999999999999,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Eastern,Machakos,Rocky,605.3557151190437,20.40716665969584,2688.262891892004,6.719902612603844,Dry,Seedling,Medium,Borehole,50,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Eastern,Kitui,Clay,619.586397675622,18.40070495446333,1358.3273478810634,6.033786953322797,Wet,Seedling,High,Irrigation,46,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Nairobi,Garissa,Black Cotton,581.2989247121974,29.711097115732063,2747.348619793621,5.975122820723391,Wet,Cutting,High,Borehole,14,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Rift Valley,Garissa,Volcanic,502.8997105028575,23.80333157464996,797.1529147728594,7.401041859491318,Dry,Seedling,Low,Borehole,8,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Rift Valley,Mombasa,Volcanic,621.4650053126145,19.319528287909005,693.296982144519,6.640169325993247,Transition,Direct Seeding,Medium,River,92,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Northern,Eldoret,Loam,751.6471645232688,18.84195002936708,1549.5636126492548,6.305841961393153,Dry,Direct Seeding,High,River,28,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Cypress,North Eastern,Nakuru,Rocky,670.2466078375242,20.63213228244488,1552.7128358465495,5.624295731219923,Wet,Seedling,Medium,Irrigation,73,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Eastern,Marsabit,Sandy,630.0533744559033,22.45055214615543,1438.103517225621,6.464652033354005,Dry,Seedling,High,Borehole,48,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Nyanza,Nyeri,Clay,617.8718519822096,25.24123271683704,658.6232591500947,7.232719396923932,Wet,Direct Seeding,High,Borehole,7,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Eastern,Kakamega,Rocky,632.1396880832253,24.083539098204856,1348.7647681796095,7.856863133751582,Dry,Cutting,Low,Irrigation,35,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Western,Meru,Red Soil,658.3723492013835,17.78399867855668,909.9052970451868,7.616580133232669,Dry,Direct Seeding,High,River,77,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Central,Nyeri,Volcanic,571.9757526771807,14.850648799922922,1341.1189674824775,5.500503495335776,Wet,Cutting,High,River,108,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Northern,Machakos,Black Cotton,686.7324781760666,27.366856595072548,1428.602323080929,7.214017156035381,Transition,Seedling,Low,Irrigation,106,0.93,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Western,Eldoret,Black Cotton,666.7854592146851,25.08388428358364,1993.5052388483027,6.15860460136301,Dry,Seedling,Medium,Rain-fed,83,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Coast,Kitui,Sandy,666.9256797280198,29.37769477084305,1992.312839324136,5.898565517220755,Dry,Cutting,High,Irrigation,102,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Eastern,Kiambu,Clay,652.9401803831094,13.216768827963447,666.2709886664545,6.562616484506615,Transition,Direct Seeding,High,Irrigation,46,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,North Eastern,Nakuru,Black Cotton,631.9972263273224,21.11399634658328,1319.9958709275993,6.813322830670516,Dry,Seedling,High,Rain-fed,117,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Coast,Nyeri,Black Cotton,664.659455240964,21.83552836776118,1384.9846261906655,6.912039454979928,Dry,Direct Seeding,Low,Irrigation,77,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,North Eastern,Nyeri,Clay,660.6071001296918,21.080666755458665,973.3423629474444,7.314239966164767,Dry,Seedling,Medium,Borehole,114,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,North Eastern,Mombasa,Clay,613.3143578955718,23.424429498576583,2656.949778256252,6.797081689620648,Transition,Direct Seeding,Low,Rain-fed,95,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Central,Kiambu,Loam,602.336304797778,17.43628080926327,2519.325698956321,6.384935305124163,Wet,Cutting,Low,Rain-fed,102,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Nyanza,Nakuru,Rocky,636.1092082057223,19.073965515481994,766.8417050364937,6.901028775039027,Dry,Direct Seeding,High,River,106,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Northern,Garissa,Volcanic,708.4674010173824,21.05690448585335,2800.078741628329,6.6283247891398815,Dry,Cutting,Medium,Borehole,32,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Rift Valley,Nyeri,Red Soil,569.0610396599279,27.304602784437005,2718.255264388775,6.532220074663395,Wet,Seedling,Low,Rain-fed,116,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Western,Meru,Red Soil,557.640130155001,21.6636607206532,714.5074055650603,6.86863774537015,Transition,Seedling,Medium,Irrigation,56,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Rift Valley,Garissa,Loam,639.2544355044488,30.280574464401788,2904.6135113170862,6.463212315084957,Wet,Direct Seeding,Low,River,5,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Rift Valley,Marsabit,Sandy,633.5607785354239,21.90827667946219,2788.5672641890487,7.755923107456099,Transition,Cutting,High,River,97,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Nyanza,Kitui,Loam,639.6834766611433,15.292924135381682,561.2152767967267,5.910026319943715,Dry,Cutting,Low,River,32,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Central,Turkana,Loam,643.214053338048,16.202313064072904,1691.6858221218115,5.618090684224285,Dry,Seedling,Low,Irrigation,64,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Coast,Kakamega,Red Soil,619.8562807108827,23.378292541926506,649.2947102996455,7.088508459761522,Wet,Seedling,High,Rain-fed,23,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Northern,Garissa,Rocky,705.5095653727271,22.78519585098384,735.481142707843,6.829927542660981,Dry,Cutting,Low,Irrigation,58,0.6,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Coast,Kakamega,Rocky,550.9711945187972,15.952887730540828,2115.467960037204,5.790046278197849,Wet,Cutting,Medium,Rain-fed,9,0.4800000000000001,0,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Rift Valley,Garissa,Rocky,589.5915422036107,25.19647043861049,649.7804397022021,7.176024441502797,Dry,Seedling,Low,Borehole,29,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Northern,Kakamega,Volcanic,625.8536554351706,25.69096257940304,1611.611035813404,7.083134303872473,Dry,Seedling,Medium,River,8,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Northern,Eldoret,Rocky,548.8569528849146,21.68382213366272,948.2556618541112,7.187512721455892,Transition,Direct Seeding,Low,Borehole,19,0.9200000000000002,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Nairobi,Marsabit,Loam,622.2236732210195,14.526613545161991,1835.2795960062836,7.611183168784619,Wet,Cutting,Medium,Rain-fed,73,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Rift Valley,Nairobi,Clay,714.089901729024,17.186038482691572,1171.3153392151946,7.782102897389639,Dry,Seedling,High,Rain-fed,53,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,North Eastern,Kitui,Volcanic,632.0607178574211,20.45331047121209,1575.8737448260686,7.464533672972845,Dry,Seedling,Low,Rain-fed,91,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,North Eastern,Nairobi,Black Cotton,642.5514387285572,26.98636411557284,564.6802647315775,6.044063281373833,Transition,Cutting,Medium,River,72,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,North Eastern,Nairobi,Black Cotton,568.008155183994,12.72577525972363,1965.166731652814,7.432899374469142,Wet,Cutting,High,Irrigation,75,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Nairobi,Machakos,Clay,600.1983230406491,18.9229287619512,638.9322721217534,5.788064553273992,Wet,Cutting,Medium,Rain-fed,66,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Central,Mombasa,Loam,612.2565744264261,25.308892397896447,1033.0107069023725,7.037733414686004,Wet,Cutting,Medium,Irrigation,1,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Nyanza,Meru,Clay,615.1306386048113,22.54863644152155,1505.231873527492,6.144154799591713,Wet,Direct Seeding,Medium,Rain-fed,94,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Eastern,Garissa,Clay,695.0985831928115,26.776858027563318,565.88111255207,6.624723512642374,Dry,Direct Seeding,High,Rain-fed,115,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Nairobi,Mombasa,Sandy,658.9009464788792,29.611023160609047,2657.301561420586,5.624672105766602,Wet,Direct Seeding,Low,Irrigation,74,0.78,0,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Eastern,Machakos,Loam,575.4434955957714,25.373393704168368,1188.973920182109,6.916855871131684,Wet,Direct Seeding,High,Irrigation,23,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Eastern,Kiambu,Black Cotton,643.3416323642232,32.06471689882488,2475.022540071114,6.439300586599299,Transition,Seedling,Medium,Rain-fed,17,0.83,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Central,Nyeri,Loam,655.9274808674622,23.223563647921267,2099.384959555662,5.690547420971452,Dry,Seedling,High,Borehole,103,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Rift Valley,Turkana,Rocky,688.0238453686864,16.55828551805027,2923.966172271987,7.363305943564343,Wet,Cutting,Low,River,104,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
