tree_species,region,county,soil_type,rainfall_mm,temperature_c,altitude_m,soil_ph,planting_season,planting_method,care_level,water_source,tree_age_months,survival_probability,survived
Pine,Northern,Kiambu,Loam,823.1772998437758,9.813049299127306,975.7577756780745,7.690761057397895,Wet,Cutting,Low,Irrigation,72,0.95,1
Cypress,Northern,Nakuru,Clay,517.3538434431196,22.965163144162236,1038.1819332241785,6.198587925783908,Transition,Direct Seeding,Medium,Borehole,110,0.95,1
Cypress,Rift Valley,Eldoret,Red Soil,1205.9991547565978,19.72642986885192,2537.1675374136157,7.818331537935029,Dry,Cutting,Medium,Irrigation,104,0.95,1
Pine,Eastern,Nakuru,Loam,1221.2948845984856,23.226179239471183,1331.6362522626282,6.981646619713617,Dry,Direct Seeding,Low,Irrigation,84,0.95,1
Neem,Western,Garissa,Black Cotton,1165.406841415893,27.173366986527277,805.6323496836192,7.685742692687406,Dry,Direct Seeding,Low,Irrigation,25,0.95,0
Grevillea,Rift Valley,Machakos,Clay,890.4716408256393,20.70643886309651,1476.0583154847295,6.453421161216786,Wet,Seedling,Low,Rain-fed,50,0.95,1
Cypress,Rift Valley,Eldoret,Volcanic,901.7950366376165,25.018711046189164,828.2171777065981,7.851453841838245,Dry,Seedling,High,Borehole,92,0.95,1
Wattle,Coast,Marsabit,Black Cotton,1301.7482262822766,28.896599767437458,584.0241557875157,6.492330127654146,Dry,Cutting,Low,Borehole,26,0.95,0
Cypress,Nairobi,Kitui,Loam,573.3501654898681,17.87485961615196,2849.5454685846885,6.489777876906709,Transition,Cutting,Low,River,16,0.95,1
Pine,Eastern,Kiambu,Black Cotton,951.6523272775387,21.902425986241493,2180.371717331018,5.884362579989465,Wet,Direct Seeding,Medium,Rain-fed,2,0.95,1
Wattle,Eastern,Kisumu,Black Cotton,669.484219929242,14.609988723479079,2800.974578750092,7.697962294447745,Transition,Direct Seeding,Low,Irrigation,99,0.95,1
Eucalyptus,Coast,Nakuru,Black Cotton,644.5597829999429,19.308814349626054,1681.150822134869,6.729033362100827,Wet,Direct Seeding,Low,River,35,0.95,1
Cedar,Eastern,Kisumu,Sandy,389.2357262473843,18.534606061642137,785.583389605458,5.852249095182815,Transition,Seedling,Medium,River,7,0.7799999999999999,1
Casuarina,Eastern,Meru,Volcanic,756.4898925414733,21.39155657156365,858.9436586214881,7.152567645585918,Transition,Seedling,Low,Irrigation,16,0.95,1
Acacia,Rift Valley,Garissa,Rocky,590.2904717211752,23.537594406253046,1635.155011808452,6.731901059997725,Wet,Cutting,Medium,Rain-fed,2,0.8500000000000001,1
Wattle,Nyanza,Meru,Volcanic,328.3308367765611,20.46269549992429,503.54555033478863,6.899910367864608,Dry,Cutting,Low,Borehole,58,0.95,1
Jacaranda,Rift Valley,Machakos,Red Soil,986.2135259315535,14.866438471166846,2219.432588863704,6.678091718229119,Dry,Direct Seeding,Medium,Borehole,101,0.95,1
Cedar,North Eastern,Nakuru,Sandy,722.3706764382864,19.51473756582159,2930.649504354277,6.8962903829020625,Wet,Direct Seeding,Medium,Borehole,75,0.95,1
Casuarina,North Eastern,Nairobi,Rocky,477.6759354010152,17.03502823214135,1474.1397867579562,5.501598652151337,Dry,Cutting,Medium,Irrigation,62,0.92,1
Indigenous Mix,Central,Kitui,Loam,507.85149922753845,18.29252286294666,822.8410101658358,7.86500548334762,Wet,Cutting,Medium,Borehole,23,0.95,1
Acacia,North Eastern,Nairobi,Loam,798.5245774800125,24.05816726703675,2842.3434125816834,5.502821556317457,Wet,Cutting,Low,River,64,0.95,1
Bamboo,Eastern,Meru,Volcanic,778.2300539122429,17.750458736199374,2370.2756028998388,6.0541596077184705,Wet,Cutting,High,River,96,0.95,1
Cypress,Central,Marsabit,Sandy,564.0872069403932,23.28944368980627,2813.466785813356,6.896174914325172,Dry,Cutting,Low,Borehole,118,0.95,1
Eucalyptus,Nairobi,Mombasa,Sandy,683.357064362188,25.16823482035694,702.1743645802651,7.142055766285525,Wet,Direct Seeding,Low,Irrigation,52,0.95,1
Pine,Central,Nakuru,Sandy,1136.4803165892747,25.75406871670908,1295.516989990218,5.8646478350228755,Transition,Direct Seeding,High,Borehole,15,0.95,1
Casuarina,Nyanza,Marsabit,Volcanic,696.6957938988588,17.03458273581423,1205.3553218042753,7.6521753088866795,Transition,Direct Seeding,High,River,109,0.95,1
Casuarina,Eastern,Nakuru,Clay,544.6260165090077,18.013708463200544,1157.9812604502233,6.345269978149257,Wet,Cutting,Medium,Irrigation,35,0.95,1
Wattle,Coast,Kitui,Clay,1101.073577248319,18.20712749878621,1569.0162186050745,7.548336560076546,Dry,Direct Seeding,Medium,Borehole,59,0.95,1
Pine,Eastern,Kisumu,Black Cotton,1194.7465520048668,25.233719677093223,2691.214032718414,7.630348909636189,Wet,Seedling,Low,Rain-fed,66,0.95,1
Indigenous Mix,Northern,Machakos,Rocky,791.0588654445678,24.622923415238073,2495.4574739371074,5.818010298344452,Transition,Cutting,Medium,Rain-fed,66,0.95,1
Acacia,North Eastern,Meru,Volcanic,543.2923399478816,17.637283116122454,1720.8453599882969,7.131722598352314,Dry,Cutting,Medium,River,64,0.95,1
Grevillea,North Eastern,Nakuru,Clay,1634.5615416137734,25.976336432496574,2179.4199011409064,6.578612480770026,Transition,Cutting,Low,Rain-fed,60,0.95,1
Jacaranda,North Eastern,Kakamega,Red Soil,865.6489154479318,20.762157867942022,2804.768471788087,7.476887091685374,Transition,Direct Seeding,High,River,41,0.95,1
Casuarina,Nyanza,Kitui,Red Soil,52.28310452507981,25.299248060522824,1274.2014108786398,6.242792895319605,Dry,Direct Seeding,Medium,Irrigation,93,0.95,1
Bamboo,Northern,Kitui,Volcanic,767.5509094431908,20.612138457202157,1922.9369779910166,6.794603471517164,Dry,Direct Seeding,Low,Irrigation,52,0.95,1
Grevillea,Nyanza,Kakamega,Sandy,607.8192055829346,13.940767832823742,848.5958178749349,6.768182111058101,Wet,Direct Seeding,Medium,Rain-fed,112,0.95,1
Acacia,Rift Valley,Nairobi,Loam,1127.9940136004957,25.780238879904047,2599.648931685105,6.230442008455112,Transition,Seedling,Medium,Borehole,11,0.95,1
Cedar,Nyanza,Nakuru,Sandy,814.5279371645254,17.35806772946504,2300.953277165986,7.2547772548298575,Dry,Seedling,Low,Rain-fed,19,0.9299999999999999,1
Indigenous Mix,Northern,Meru,Clay,871.5800219798302,16.63420427584382,2720.26979752868,6.6838491172472265,Wet,Direct Seeding,High,River,53,0.95,1
Bamboo,Coast,Kakamega,Rocky,711.7928785276642,18.279865887450814,2364.8052987306846,7.0651932276403295,Transition,Seedling,Medium,Borehole,70,0.95,1
Wattle,Rift Valley,Turkana,Loam,446.5460937997169,24.16425201259987,2197.6727474424215,7.408453149458906,Dry,Seedling,Low,Rain-fed,91,0.95,1
Grevillea,Eastern,Nairobi,Loam,862.0032885617348,21.35351271482246,695.2742218778906,6.568537800469274,Transition,Cutting,High,Rain-fed,51,0.95,1
Jacaranda,Central,Meru,Clay,552.4874123329797,28.056878608981332,1407.3469480633457,6.766240240510253,Wet,Direct Seeding,Medium,River,104,0.95,1
Bamboo,Rift Valley,Meru,Sandy,1140.5392231329834,27.68749151418631,567.4625896712308,7.747805251651178,Dry,Seedling,Medium,Irrigation,115,0.95,1
Pine,Nairobi,Nyeri,Red Soil,734.7097679271322,17.779954077439314,759.0469691624164,7.592686114547736,Transition,Cutting,Medium,Rain-fed,7,0.95,1
Cypress,Eastern,Kakamega,Sandy,849.1772190780289,18.28670417113811,973.3693090746466,6.403106985102526,Wet,Seedling,Medium,Irrigation,89,0.95,1
Bamboo,Nairobi,Turkana,Clay,744.0280240833906,32.855964305312476,2476.0381257980252,7.790677093358829,Transition,Direct Seeding,High,Borehole,18,0.95,1
Jacaranda,Nairobi,Eldoret,Sandy,481.68899803034446,28.307918827608678,760.0431294877553,6.934306370918939,Wet,Seedling,Medium,Rain-fed,34,0.95,1
Eucalyptus,Western,Garissa,Clay,1103.667760740993,33.614845212111504,1734.7649847733887,6.783557334121187,Wet,Direct Seeding,High,Borehole,3,0.95,1
Jacaranda,Rift Valley,Kakamega,Clay,933.4408994058725,14.368605030825048,2420.9124817315014,6.222073574799022,Dry,Direct Seeding,Medium,Rain-fed,42,0.95,1
Casuarina,Central,Nairobi,Red Soil,1230.0894033171671,27.595053841764415,2199.6937180577206,6.163377929188477,Transition,Direct Seeding,Medium,Borehole,22,0.95,1
Neem,Western,Meru,Red Soil,521.7079286198784,24.057605581665506,2602.3122364746287,5.8655537211513185,Dry,Seedling,Low,Rain-fed,59,0.95,1
Indigenous Mix,Nyanza,Kiambu,Clay,852.9791101717187,13.893382302673063,1188.144661110791,7.661223838988642,Transition,Direct Seeding,Low,River,52,0.95,1
Cedar,Northern,Turkana,Volcanic,405.816650987009,23.322706880510335,2501.5591410320385,7.930391273836875,Dry,Seedling,High,Rain-fed,17,0.95,0
Cypress,Nyanza,Nairobi,Clay,393.43837779786986,12.775598135809473,2922.254292785095,7.236519029066821,Wet,Direct Seeding,Medium,River,78,0.8099999999999999,1
Cedar,Western,Marsabit,Volcanic,1182.390311013473,17.57539385400473,539.2373383561162,6.223451809014237,Transition,Direct Seeding,Medium,Irrigation,28,0.95,1
Pine,Central,Kitui,Red Soil,460.3162611365311,15.268619383840702,658.2981174308023,7.964904211003543,Transition,Cutting,Low,River,37,0.95,1
Acacia,Northern,Nairobi,Black Cotton,1075.8327249275121,27.53046261426687,784.9049533953807,7.142233086636711,Dry,Seedling,High,River,78,0.95,1
Casuarina,Eastern,Nakuru,Black Cotton,710.3140166131464,17.611556104570795,878.7067916347135,6.144939573236205,Wet,Seedling,High,Borehole,6,0.95,1
Casuarina,North Eastern,Eldoret,Red Soil,1558.8299906612497,24.91449305872203,650.2128930568286,7.932254927991766,Transition,Cutting,Medium,Rain-fed,57,0.95,1
Cypress,Central,Meru,Volcanic,1071.108772670795,19.612983358258685,2580.9634142896425,7.169486982016425,Wet,Direct Seeding,Medium,Rain-fed,115,0.95,1
Grevillea,Northern,Nakuru,Clay,534.3411270063699,20.183727977448854,816.5495726125591,7.538573735028921,Wet,Direct Seeding,High,Irrigation,15,0.95,1
Grevillea,Nairobi,Meru,Loam,884.5153655386023,22.300709879635978,1412.7040830844423,6.645059551333973,Transition,Direct Seeding,High,River,36,0.95,1
Cypress,Central,Meru,Black Cotton,794.7392273949641,18.393486247712715,2533.3583226127707,5.746882421704221,Dry,Direct Seeding,High,River,110,0.95,1
Neem,Rift Valley,Meru,Loam,882.8992529003167,24.011759942271706,2529.8556282545132,7.533155753376636,Wet,Direct Seeding,High,Rain-fed,51,0.95,1
Jacaranda,Nyanza,Nairobi,Volcanic,462.4576380585331,22.37952552821243,1912.8649263923596,7.071580399757124,Transition,Cutting,Low,Irrigation,113,0.95,1
Bamboo,Nyanza,Kitui,Volcanic,1185.134782497732,36.26811291370225,521.9368876547945,5.504312055274601,Dry,Cutting,High,Irrigation,31,0.95,1
Bamboo,Nairobi,Mombasa,Rocky,939.5677048080775,29.374169851082048,873.0278699079215,7.594092471707181,Transition,Seedling,High,Borehole,76,0.95,1
Neem,Western,Machakos,Clay,1365.3293053715902,18.830042707696336,938.4714630498602,6.78303164607937,Dry,Cutting,Low,River,76,0.95,1
Casuarina,Nairobi,Kitui,Sandy,606.5104841436548,26.342971229440078,2579.6646751830126,5.738839023404112,Dry,Cutting,Low,Borehole,48,0.95,1
Grevillea,Central,Nairobi,Rocky,800.4402114326332,12.311049219092522,1555.8796817518362,5.929586392292291,Transition,Cutting,Low,River,14,0.85,1
Wattle,Nyanza,Kiambu,Sandy,558.8549424631287,18.21720693980655,2874.8120597851366,5.569224716896938,Transition,Direct Seeding,High,Borehole,79,0.95,1
Cedar,Central,Kakamega,Loam,611.0384458185448,15.390370599602639,956.5034952056951,5.682248181772868,Dry,Seedling,High,Borehole,50,0.95,1
Casuarina,Nyanza,Kisumu,Sandy,744.7702136828756,16.94542376198926,1584.9396228007377,6.745529216780609,Transition,Cutting,High,Rain-fed,97,0.95,1
Cypress,Eastern,Meru,Sandy,1332.0342018205606,22.997853447590447,549.2232799393777,7.225943929078559,Wet,Direct Seeding,High,River,24,0.95,1
Casuarina,Nyanza,Kisumu,Red Soil,1153.1626362250745,31.170672821811955,2967.259166088139,7.71733099079293,Transition,Seedling,High,River,91,0.95,1
Eucalyptus,Eastern,Kisumu,Sandy,563.5354498094255,16.710316689955455,2903.94742759729,6.946183127504714,Transition,Cutting,Low,Borehole,78,0.95,1
Acacia,Rift Valley,Mombasa,Red Soil,1055.043019747462,30.653251508409905,2301.67580812283,6.554763890548301,Wet,Cutting,Low,River,32,0.95,1
Cypress,North Eastern,Kitui,Clay,959.1380806827979,14.214376196164853,1609.2771380474655,5.555098009169086,Wet,Cutting,High,Borehole,54,0.95,0
Grevillea,Northern,Marsabit,Sandy,924.3086252536365,23.545418087272285,2266.3240807579778,7.4012550110431,Dry,Cutting,Low,Borehole,66,0.95,1
Wattle,Nairobi,Kitui,Clay,299.2128410166594,25.560933288135185,872.8377696188445,7.573807913751887,Dry,Direct Seeding,Low,Irrigation,30,0.7899999999999999,1
Cypress,Nyanza,Eldoret,Volcanic,890.5179992661878,28.58402736142098,526.2699952489695,7.4041907136156215,Transition,Direct Seeding,High,Rain-fed,68,0.95,1
Casuarina,North Eastern,Mombasa,Rocky,401.00438271859554,24.12592239980808,1155.3276261135707,6.5812018260453025,Wet,Cutting,Low,River,80,0.95,1
Cedar,Coast,Kisumu,Loam,474.76142970686067,32.504642986258844,644.9966361425714,6.862004945689942,Wet,Direct Seeding,High,Irrigation,7,0.95,1
Cypress,Northern,Garissa,Volcanic,1488.548201616055,21.38660978120193,958.0767968553889,5.522165695334058,Wet,Cutting,Low,Borehole,54,0.95,1
Cypress,Eastern,Marsabit,Sandy,217.7748072153139,17.45891402241169,1479.0798898845428,7.509401737201199,Dry,Direct Seeding,Low,River,54,0.45999999999999996,0
Neem,Coast,Meru,Sandy,803.3140977316671,16.176255038331398,2096.609400086385,5.927650231333379,Dry,Seedling,Medium,Rain-fed,9,0.95,0
Indigenous Mix,Coast,Mombasa,Volcanic,632.5755187058397,21.133963880894687,2630.807936938788,7.982546698030781,Transition,Cutting,Medium,Irrigation,101,0.95,1
Cypress,Rift Valley,Turkana,Sandy,691.601643990871,22.684728043188848,1859.9339474411984,6.787650864394674,Wet,Direct Seeding,Low,River,15,0.95,1
Cypress,Coast,Kitui,Clay,835.5050603370308,17.98319783617153,534.0109886266707,6.529745744024842,Dry,Direct Seeding,High,Irrigation,57,0.95,1
Jacaranda,North Eastern,Kakamega,Volcanic,646.7713941615132,16.46701804616703,1088.7930694788388,6.111098614929233,Dry,Cutting,Medium,River,26,0.95,1
Cypress,North Eastern,Kakamega,Clay,1285.5135430673938,20.41148134466596,2755.550716350935,5.6244179914714385,Wet,Cutting,Low,Rain-fed,7,0.95,1
Eucalyptus,Western,Eldoret,Volcanic,730.439448012263,20.289913270976125,1485.4261364587655,5.92526720503019,Dry,Seedling,High,River,22,0.95,1
Neem,Northern,Kitui,Loam,793.9918409469428,14.651869744267433,1369.3494557398144,6.4996467378430385,Dry,Direct Seeding,Low,Rain-fed,116,0.95,1
Indigenous Mix,North Eastern,Turkana,Volcanic,1264.4223195632323,21.659885546475607,877.9048954705663,7.028828986536935,Transition,Seedling,Medium,River,7,0.95,1
Casuarina,Nyanza,Nakuru,Rocky,896.14284567814,11.636655248429996,2199.1749331288065,7.386323347066854,Dry,Direct Seeding,High,Borehole,34,0.95,0
Casuarina,North Eastern,Eldoret,Volcanic,306.6876676288582,32.13287706805634,1878.9686473706147,5.789280985658805,Wet,Cutting,Medium,Rain-fed,95,0.75,1
Wattle,Northern,Nairobi,Black Cotton,642.0194815134616,16.58704796167975,2199.5101773978295,6.157594497712583,Dry,Cutting,Medium,Borehole,38,0.95,0
Jacaranda,Nairobi,Kiambu,Volcanic,456.6940374963674,22.34768161543481,1049.1866949867685,6.704860698481802,Wet,Direct Seeding,Low,River,100,0.95,1
Jacaranda,Western,Eldoret,Rocky,888.6815730929743,27.54288140159136,2828.2463814902794,7.690097785661063,Wet,Direct Seeding,High,Rain-fed,59,0.95,1
Eucalyptus,Nairobi,Kisumu,Black Cotton,707.9486528156407,18.91426182190277,2651.224856991621,5.542870385045903,Transition,Seedling,Medium,Borehole,7,0.95,1
Neem,Nyanza,Marsabit,Volcanic,902.3703115050282,31.391386758720934,2713.0724605279315,6.1300368341976315,Dry,Direct Seeding,Low,Rain-fed,35,0.95,1
Casuarina,Coast,Nairobi,Clay,1194.9034512558558,7.456696277597482,1331.9092883391986,6.191674855447705,Wet,Cutting,Low,River,92,0.95,1
Jacaranda,Central,Eldoret,Volcanic,434.5471799578043,23.981598410039314,1183.0087651255812,6.5224662593345855,Wet,Seedling,Low,River,63,0.95,1
Indigenous Mix,North Eastern,Kisumu,Red Soil,805.6891814497573,22.197298381276827,1731.3294525241495,7.101553872644222,Dry,Seedling,Low,River,37,0.95,1
Acacia,Nairobi,Kisumu,Sandy,0.0,18.10996545630077,1255.8594045975224,7.966596799534098,Wet,Cutting,High,River,112,0.95,1
Eucalyptus,Rift Valley,Turkana,Sandy,700.6054464110218,23.972109394724473,2689.156559773784,6.022965325202106,Transition,Direct Seeding,Low,Borehole,66,0.95,1
Neem,Eastern,Kitui,Sandy,861.4702573931373,20.62008928446625,920.2563745129501,6.363615964513784,Transition,Seedling,Low,Irrigation,51,0.95,1
Grevillea,Nairobi,Kiambu,Black Cotton,475.0913286223045,24.775704053127846,1256.259900878529,5.82942722149259,Wet,Seedling,Low,Irrigation,76,0.95,1
Jacaranda,Western,Kisumu,Black Cotton,1204.6695576997024,16.0999022289341,1470.7444448713477,6.137788483345002,Transition,Cutting,High,Irrigation,45,0.95,1
Wattle,Coast,Eldoret,Volcanic,1143.2475415375745,14.108548119247947,739.2155182647657,6.386419552790377,Wet,Seedling,Low,Irrigation,25,0.95,1
Wattle,Nairobi,Mombasa,Black Cotton,515.0302792461288,22.67006580207049,2910.440652827878,6.933216644017709,Dry,Cutting,Medium,Irrigation,8,0.95,1
Acacia,Nyanza,Kakamega,Black Cotton,236.99627993011427,18.004736640131267,2139.7933812049337,7.813117467377913,Transition,Cutting,Low,Rain-fed,19,0.78,1
Cedar,North Eastern,Kakamega,Red Soil,1552.4918819169689,31.034294420732557,1599.5518445831108,7.429730365813136,Dry,Direct Seeding,High,Irrigation,47,0.95,1
Pine,Eastern,Mombasa,Volcanic,1015.5789569750111,21.20071067082131,1382.8860057063443,6.646822060500602,Wet,Seedling,Low,Borehole,73,0.95,1
Cypress,Western,Kakamega,Clay,1173.536756596297,26.19533744479928,2841.208120042688,7.899380261000891,Dry,Cutting,Medium,Rain-fed,24,0.95,1
Wattle,Eastern,Mombasa,Black Cotton,818.0716127836203,26.96221648329143,1842.5182164848102,6.272300873987424,Transition,Direct Seeding,Low,Rain-fed,119,0.95,1
Eucalyptus,Rift Valley,Eldoret,Volcanic,1264.4024662456077,18.857786554223267,2913.6454460995087,7.523203160928583,Dry,Cutting,High,River,10,0.95,1
Grevillea,Nyanza,Kiambu,Loam,898.3620818931375,3.2128233937040704,1097.9419871434407,6.975233498720019,Dry,Direct Seeding,Medium,Rain-fed,60,0.95,1
Indigenous Mix,Central,Nairobi,Sandy,806.9247667107214,16.47033387710022,2231.100881295325,7.075463922636431,Wet,Cutting,Low,Borehole,53,0.95,1
Pine,Western,Eldoret,Red Soil,833.8740799217977,31.2920353226934,2826.7700292208347,7.342812414743694,Dry,Cutting,High,Irrigation,112,0.95,1
Jacaranda,North Eastern,Nakuru,Sandy,703.0930563055476,25.430633171121187,1038.7140548574616,6.984239947039639,Dry,Seedling,Low,Irrigation,41,0.95,1
Casuarina,Northern,Turkana,Volcanic,683.3571977249301,15.169667500817297,2656.0438506744204,6.032348869080857,Dry,Seedling,Low,River,10,0.95,1
Eucalyptus,Coast,Machakos,Clay,542.6384000632445,27.623070556150072,2408.3476331067745,5.555349882584679,Transition,Direct Seeding,Low,Rain-fed,39,0.85,1
Wattle,Coast,Meru,Rocky,859.6687017047526,24.30164195005591,585.4886248029721,7.547082248035295,Dry,Seedling,Low,Irrigation,15,0.95,1
Eucalyptus,Western,Marsabit,Rocky,870.3079072186947,24.671882814200238,1669.7313203300625,5.732148682358803,Wet,Seedling,High,Rain-fed,66,0.95,1
Grevillea,Nyanza,Kiambu,Sandy,598.3156391755111,21.177210451647156,1369.877153577481,5.975213531499612,Dry,Seedling,Medium,Rain-fed,68,0.95,1
Pine,Eastern,Nairobi,Volcanic,889.9384622489491,13.721803199149587,2348.8778718374824,7.012507653345082,Dry,Direct Seeding,High,Rain-fed,64,0.95,1
Acacia,Coast,Turkana,Black Cotton,1270.752085476651,31.14204231279601,664.2020891440432,6.12269208042898,Wet,Seedling,Medium,River,86,0.95,1
Cypress,Rift Valley,Kisumu,Rocky,802.2052024759098,16.585797355658283,1903.1887871405304,6.344389403733963,Dry,Cutting,Low,Borehole,53,0.95,1
Eucalyptus,Coast,Marsabit,Volcanic,695.7499100882269,17.788521416149656,843.8802786878492,7.995672440510171,Wet,Direct Seeding,Medium,Rain-fed,39,0.95,1
Cypress,Northern,Marsabit,Rocky,558.088446782969,30.965725671520474,2681.024192192391,6.331407381017545,Wet,Cutting,Low,River,50,0.5599999999999999,0
Cedar,Coast,Meru,Clay,802.3289050362266,15.828279352040042,2656.392081309627,7.178741675081154,Transition,Direct Seeding,High,River,111,0.95,1
Bamboo,North Eastern,Marsabit,Red Soil,821.6747402708609,19.189188290326364,1861.4302287220855,6.013084816950773,Wet,Seedling,Low,Irrigation,21,0.95,1
